num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,budget,actor_2_facebook_likes,imdb_score,movie_facebook_likes
114,96,101,71,730,1325073,Thumbsucker ,18762,1208,91,4000000,394,6.6,708
270,88,0,939,1000,,Red State ,53342,4777,287,4000000,947,6.2,16000
116,101,21,161,420,864959,Mirrormask ,20275,1215,151,4000000,291,6.9,0
115,102,330,0,48,2601847,Samsara ,22457,48,69,4000000,0,8.5,26000
15,87,101,324,721,800000,The Barbarians ,2308,1700,35,4000000,576,4.8,550
122,83,19,322,947,1429260,The Art of Getting By ,45293,2353,71,,685,6.6,0
35,103,5,842,1000,,Zipper ,4091,3408,20,4500000,1000,5.7,987
41,99,60,444,979,562059,Poolhall Junkies ,8535,3130,113,4000000,665,7,872
31,106,81,687,2000,399793,The Loss of Sexual Innocence ,2877,4343,70,4000000,811,5.4,111
332,115,227,226,690,,Holy Motors ,29440,1298,110,,227,7.1,12000
232,117,234,221,12000,371897,Joe ,36494,13607,118,4000000,1000,6.9,11000
43,99,13,159,419,302204,Shooting Fish ,6705,975,53,3000000,254,6.6,167
68,102,212,195,10000,354704,Prison ,2705,11083,38,1300000,633,5.9,314
51,85,0,209,945,265107,Psycho Beach Party ,4617,2282,93,1500000,774,6.3,614
33,86,8,428,759,185577,The Big Tease ,2133,2805,31,4000000,638,6.3,182
26,120,45,69,623,100412,"Buen Día, Ramón ",2112,824,7,4000000,85,7.7,0
109,106,0,67,617,58214,Trust ,34224,916,137,9500000,163,7,10000
34,103,272,70,736,75078,An Everlasting Piece ,1398,1403,26,14000000,450,6.3,132
31,93,12,15,578,64359,Among Giants ,811,643,26,2500000,29,5.9,108
141,112,105,748,18000,317125,Adore ,23334,25269,87,16000000,6000,6.2,0
19,100,137,476,4000,,The Velocity of Gary ,1555,5796,40,4000000,575,5,98
64,113,58,9,331,146402,Mondays in the Sun ,9913,387,38,4000000,27,7.7,0
215,98,53,65,530,18469,Stake Land ,34263,1038,141,650000,238,6.5,0
5,23,,218,254,,Sonny with a Chance             ,7673,915,47,,248,6.1,325
12,92,19,599,18000,12836,The Last Time I Committed Suicide ,1686,20135,28,4000000,759,5.8,161
70,106,19,9,585,20262,Futuro Beach ,1738,629,10,4000000,29,6.1,278
46,119,8,2000,3000,,Another Happy Day ,3297,10984,42,4000000,3000,6,798
135,99,7,641,762,,A Lonely Place to Die ,22220,2631,97,4000000,706,6.3,0
38,90,165,150,686,,Nothing ,5137,1298,50,,246,6.3,688
8,120,0,22,114,,The Geographer Drank His Globe Away ,2488,183,3,4000000,45,7.5,282
34,168,0,69,713,,1776,6303,1541,129,4000000,649,7.6,0
36,93,55,5,223,4063,Inescapable ,2086,242,20,4000000,11,5.2,657
35,96,177,4,431,,Hell's Angels ,3753,457,53,3950000,12,7.8,279
6,103,0,183,650,,Purple Violets ,2727,1585,19,4000000,536,6.6,296
39,93,21,359,763,,The Veil ,4146,2651,29,4000000,637,4.7,0
182,84,18,35,399,,The Loved Ones ,27781,644,104,,129,6.7,0
14,81,548,104,166,,No Vacancy ,1561,609,21,4000000,134,4.2,531
3,84,4,271,637,,How to Fall in Love ,1929,1932,4,4000000,346,6.3,170
3,94,103,111,544,,The Perfect Wave ,724,1150,15,4000000,476,4.7,365
1,141,335,635,11000,,Ben-Hur ,67,13391,1,100000000,744,6,0
62,120,160,94,559,,A Man for All Seasons ,23713,1238,167,2000000,269,7.9,2000
161,121,0,682,3000,,Network ,103493,5987,317,3800000,977,8.1,17000
157,226,149,248,503,198655278,Gone with the Wind ,215340,1862,706,3977000,384,8.2,16000
31,104,10,196,507,143653,Desert Dancer ,1177,1281,10,4000000,236,6,0
53,152,541,288,773,14873,Major Dundee ,5294,2888,67,3800000,575,6.8,251
1,92,2,601,881,,Down for Life ,257,3229,6,,826,7.3,237
21,107,24,83,277,8000000,Annie Get Your Gun ,3167,731,90,3768785,244,7,456
246,97,69,106,414,304137,Four Lions ,55982,1269,148,,365,7.3,17000
42,115,6,24,119,,House of Sand ,2650,222,35,8000000,69,7.5,385
78,95,89,388,963,37606,Defendor ,31836,2658,90,3500000,654,6.8,0
41,102,136,48,89,2956000,The Pirate ,3258,282,54,3700000,78,7.1,359
61,99,29,64,117,19959,The Good Heart ,3579,298,14,3800000,64,6.9,0
112,109,13,480,3000,2706659,The History Boys ,17770,5977,172,2000000,796,6.9,0
349,113,174,767,14000,61094903,Unknown ,210548,17151,332,30000000,902,6.9,29000
55,25,,395,443,,M*A*S*H             ,36265,2195,147,,421,8.4,0
88,113,154,77,183,,Midnight Cowboy ,76616,465,334,3600000,89,7.9,0
122,91,11,121,1000,45857453,The Full Monty ,82232,2323,174,3500000,891,7.2,0
134,88,104,318,628,83400000,Airplane! ,160281,2726,427,3500000,575,7.8,16000
11,88,2,6,2000,,Chain of Command ,801,2886,14,5000000,872,3.5,358
20,97,473,624,826,27900000,Friday ,74626,3455,157,3500000,723,7.3,8000
28,97,117,556,851,27900000,Menace II Society ,39508,3036,96,3500000,582,7.5,0
22,42,,496,912,,Empire             ,27418,4337,92,,906,7.8,14000
95,85,10,178,3000,14000000,Creepshow 2 ,15956,3617,118,3500000,273,6,1000
31,121,541,242,575,,The Ballad of Cable Hogue ,6350,1970,62,3716946,372,7.3,357
79,134,174,188,255,,In Cold Blood ,19026,970,128,3500000,220,8,0
25,149,160,75,157,,The Nun's Story ,7071,646,83,3500000,139,7.6,930
22,121,22,367,606,,Harper ,5941,2402,74,3500000,481,7,470
110,116,13000,118,195,,Frenzy ,30982,771,199,2000000,146,7.5,0
425,92,22,159,648,25138292,The Witch ,66483,1122,452,3500000,191,6.8,43000
19,93,0,78,625,10305534,I Got the Hook Up ,1721,987,38,3500000,118,3.9,280
43,96,0,111,385,9449219,She's the One ,13949,995,98,3500000,356,6.1,453
127,105,386,248,3000,6390032,Gods and Monsters ,24977,4238,229,3500000,258,7.5,0
262,129,195,50,827,20167424,The Secret in Their Eyes ,131831,1044,231,2000000,88,8.2,33000
184,87,0,83,1000,,Day of the Dead ,49672,1592,419,3500000,177,7.2,3000
33,94,47,108,430,,Train ,4790,836,52,,209,4.8,804
252,37,0,199,634,5923044,Evil Dead II ,113451,1347,537,3600000,328,7.8,0
31,81,0,542,560,3293258,Pootie Tang ,11399,2238,131,3000000,555,5.2,0
139,97,48,689,984,,Sharknado ,34532,3075,236,1000000,697,3.3,93000
39,106,22,10,174,886410,La otra conquista ,1024,222,494,3500000,16,6.8,140
337,103,12,4,29,252652,Trollhunter ,54104,44,199,19900000,4,7,38000
30,101,0,681,827,220234,Ira & Abby ,1950,3574,24,3500000,729,6.5,360
265,102,82,536,622,34350553,The Watch ,104072,2486,207,68000000,591,5.7,15000
50,98,9,405,11000,101228,Winter Passing ,7228,20009,53,3500000,8000,6.4,414
50,91,23,660,4000,96793,D.E.B.S. ,12188,6380,135,3500000,756,5.3,1000
9,105,28,131,426,123777,The Masked Saint ,342,1043,15,3500000,294,4.7,0
15,98,0,31,368,,The Betrayed ,1634,668,11,3500000,168,6.1,127
5,104,6,467,922,,Taxman ,372,2406,20,1000000,893,5.5,18
1,45,,119,773,,The Secret             ,653,1393,4,,133,7.3,405
4,96,0,460,708,,2:13 ,961,2307,12,3500000,574,4.8,211
44,148,41,739,2000,,"Batman: The Dark Knight Returns, Part 2 ",30434,5526,55,3500000,774,8.4,5000
6,100,117,0,21,29233,Time to Choose ,75,24,2,3500000,3,7,121
17,86,892,50,603,,In the Name of the King: The Last Job ,1285,854,10,3500000,145,3.3,721
7,92,14,597,2000,,Wicked Blood ,1928,3854,10,3500000,660,5.4,482
9,88,19,322,795,,Dawn Patrol ,455,2497,13,3500000,535,4.8,570
3,90,0,37,1000,,Lords of London ,610,1183,18,3440000,53,3.1,606
55,94,0,605,1000,,High Anxiety ,15115,2861,102,3400000,628,6.7,0
169,80,10,34,11000,77413017,March of the Penguins ,45984,11218,331,8000000,108,7.6,0
290,107,78,969,18000,5354039,Margin Call ,92599,22834,225,3500000,2000,7.1,21000
10,99,0,43,141,,August ,1262,320,13,,69,6.1,224
159,92,0,539,1000,2926565,Choke ,28573,3608,72,3000000,585,6.5,0
535,107,141,535,24000,13092000,Whiplash ,399138,26495,731,3300000,970,8.5,129000
214,135,353,40,1000,7563397,City of God ,533200,1211,749,3300000,69,8.7,28000
47,99,8,78,798,104257,Human Traffic ,19194,1430,160,2200000,472,7.1,0
17,102,19,80,632,,Day One ,2116,1011,13,3400000,144,6.6,0
85,93,22,303,11000,17311,The Dead Girl ,12304,11860,73,,505,6.7,799
349,115,346,26,74,610968,The Hunt ,170155,216,249,3800000,69,8.3,60000
109,94,84,378,662,,A Christmas Story ,104908,2076,458,4000000,577,8.1,18000
60,91,38,377,625,8108247,Bella ,9607,2747,174,3300000,464,7.4,0
101,98,73,129,595,,Class of 1984 ,6549,1105,75,4300000,251,6.6,934
1,97,246,491,756,,The Opposite Sex ,557,3717,3,3300000,521,4.5,0
16,92,4,405,631,7680,Dreaming of Joseph Lees ,704,2020,18,2000000,443,6.4,100
212,128,39,0,15,3766595,The Class ,29248,17,86,,2,7.5,0
215,136,2000,449,917,,Rosemary's Baby ,140527,2997,447,2300000,563,8,13000
107,113,673,332,756,,The Man Who Shot Liberty Valance ,53741,2693,214,3200000,423,8.1,0
122,99,6,194,828,2277396,Adam ,29239,1936,70,,390,7.2,0
155,101,13,6,280,6517198,Maria Full of Grace ,30474,308,172,3000000,11,7.5,0
261,105,101,157,1000,5776314,Beginners ,73349,2016,142,3200000,394,7.2,15000
130,95,38,898,164000,,Feast ,25542,170118,252,3200000,2000,6.4,0
94,109,644,559,1000,141600000,Animal House ,90177,3468,257,3000000,783,7.6,0
164,110,82,177,387,51100000,Goldfinger ,139432,1198,418,3000000,202,7.8,0
188,108,43,463,691,,Antiviral ,9356,1962,47,3200000,480,5.7,0
206,118,964,248,488,,It's a Wonderful Life ,275720,1844,706,3180000,275,8.6,41000
134,94,0,557,2000,16501785,Trainspotting ,469561,3559,514,3500000,887,8.2,21000
53,115,0,360,1000,38168022,The Original Kings of Comedy ,4687,1964,83,3000000,436,6.6,290
264,98,21,189,438,84749884,Paranormal Activity 2 ,82133,1081,359,3000000,332,5.7,14000
94,91,52,482,773,24788807,Waking Ned Devine ,21245,1965,213,3000000,588,7.4,0
215,120,909,184,909,21244913,Bowling for Columbine ,123090,1779,888,4000000,504,8,4000
85,109,611,4,878,377420,Coming Home ,2789,900,20,,10,7.3,0
138,87,28,217,426,30000000,A Nightmare on Elm Street 2: Freddy's Revenge ,43485,1472,327,2200000,359,5.4,0
55,117,133,249,687,20966644,A Room with a View ,29610,1665,94,3000000,443,7.4,0
361,85,65,535,942,64423650,The Purge ,139329,3708,578,3000000,810,5.7,31000
411,110,301,412,1000,48056940,Sinister ,155153,2239,524,3000000,419,6.8,58000
24,113,9,12,71,19184015,Martin Lawrence Live: Runteldat ,1466,159,35,3000000,65,5.4,63
70,108,174,110,253,,Cat on a Hot Tin Roof ,33741,649,141,3000000,197,8.1,0
78,95,57,158,220,,Beneath the Planet of the Apes ,32378,1186,150,3000000,162,6.1,0
35,98,188,693,2000,24629916,Air Bud ,12942,4277,34,3000000,970,5.1,902
39,93,8,49,88,,Pokémon 3: The Movie ,9066,373,55,16000000,82,5.6,38
158,86,41,155,956,19472057,Jason Lives: Friday the 13th Part VI ,25332,1862,307,3000000,316,5.9,0
122,161,767,87,682,27200000,The Bridge on the River Kwai ,149444,1035,273,3000000,119,8.2,0
16,100,32,175,610,15369573,Spaced Invaders ,2580,1441,54,3000000,232,5.3,710
67,120,13000,416,897,,Family Plot ,15293,2811,111,4490375,844,6.8,609
183,125,0,180,516,,The Apartment ,109335,1328,241,3000000,417,8.3,0
112,91,18,307,935,15935068,Jason Goes to Hell: The Final Friday ,19331,2899,317,2500000,805,4.3,949
64,128,13000,14,18,,Torn Curtain ,18656,70,137,6000000,16,6.7,933
114,100,1000,220,989,11694528,Dave Chappelle's Block Party ,7721,2165,72,3000000,744,7.2,635
246,84,85,748,13000,229094,Slow West ,27650,14696,88,,884,6.9,0
7,97,78,77,685,,Krush Groove ,1361,1163,16,3000000,178,6.6,889
49,84,23,706,1000,10017041,Next Day Air ,8265,4815,20,3000000,927,5.9,545
42,146,174,125,556,,Elmer Gantry ,7998,1444,81,3000000,422,7.9,808
73,186,176,760,877,,Judgment at Nuremberg ,44457,3847,176,3000000,862,8.3,0
16,94,9,200,927,9016377,Trippin' ,1004,1936,8,,209,5.2,143
38,11,,0,11,,Robot Chicken             ,32923,11,75,,0,7.8,1000
91,126,393,281,862,,Red River ,21316,2269,162,3000000,376,7.8,0
37,99,18,233,939,7059537,Phat Girlz ,8279,2321,101,3000000,407,3,837
405,109,0,48,140,8114507,Before Midnight ,95362,328,270,3000000,63,7.9,62000
29,95,4,152,641,7888703,Teen Wolf Too ,8465,1389,65,3000000,168,3.2,491
81,97,152,135,674,7282851,Phantasm II ,9502,1395,100,3000000,174,6.5,812
17,94,78,469,912,6879730,Woman Thou Art Loosed ,806,3049,23,,637,6.9,187
75,90,15,453,953,5844929,Real Women Have Curves ,6000,2510,109,3000000,625,7,595
,197,,110,578,,Deadline Gallipoli             ,299,1400,1,15000000,476,7.4,367
91,117,375,31,1000,3222857,Water ,12560,1394,147,,329,7.8,0
82,96,70,163,883,4170647,East Is East ,14548,1616,161,1900000,183,6.9,1000
48,82,0,51,472,4142507,Whipped ,3665,858,81,3000000,324,4.4,131
33,109,300,200,729,4109095,Kama Sutra: A Tale of Love ,8239,1292,92,3000000,257,6,0
133,90,132,547,1000,4033268,Please Give ,9808,3692,53,,864,6.6,0
104,89,21,124,240,,Willy Wonka & the Chocolate Factory ,128334,1011,349,3000000,177,7.8,0
22,98,16,222,687,3902679,Warlock: The Armageddon ,3943,1806,49,3000000,233,5.3,217
30,95,45,267,578,3559990,8 Heads in a Duffel Bag ,8005,1363,49,3000000,341,5.3,417
112,94,0,180,820,,Days of Heaven ,37594,1618,181,3000000,350,8,0
79,104,11,194,11000,3287435,Thirteen Conversations About One Thing ,8603,12250,115,4500000,813,7.1,430
49,87,18,844,3000,3071947,Jawbreaker ,18711,9555,183,3500000,2000,5.4,0
42,108,232,353,10000,2961991,Basquiat ,15885,11459,78,3300000,721,6.9,0
345,86,387,270,962,4063238,Frances Ha ,43982,2260,139,,481,7.4,11000
152,94,151,29,113,2912363,Tsotsi ,25063,278,177,3000000,64,7.3,0
148,134,377,812,22000,3000000,Happiness ,55329,36859,499,3000000,11000,7.8,0
23,89,269,24,489,2223990,DysFunktional Family ,761,539,14,3000000,26,6.6,26
254,102,0,387,40000,1821983,Tusk ,31089,43810,261,3000000,3000,5.4,20000
305,120,0,38,717,2181290,Oldboy ,356181,852,809,3000000,78,8.4,43000
19,110,13,221,439,2848578,Letters to God ,3942,1567,65,3500000,399,6.3,0
272,86,59,104,694,703002,Hobo with a Shotgun ,37495,1249,230,3000000,324,6.1,37000
5,101,0,165,574,3105269,Compadres ,368,1335,8,3000000,327,5,174
65,102,9,221,904,,Freeway ,22246,1663,196,3000000,281,6.9,0
5,87,84,331,702,252726,Love's Abiding Joy ,1289,2715,18,3000000,366,7.2,76
248,123,121,168,13000,373060,Fish Tank ,47385,13636,112,,260,7.3,0
152,99,89,322,962,1007535,Damsels in Distress ,7625,2452,54,,476,5.7,0
10,173,,476,723,,Creature             ,2011,3149,33,,539,5,518
156,87,21,416,4000,418268,Bachelorette ,37156,8353,129,3000000,3000,5.3,0
7,44,,246,786,,BrainDead             ,2948,1551,28,,341,7.9,3000
1,120,40,249,912,,Brave New Girl ,758,2330,27,,750,5,47
82,93,78,197,536,200803,Tim and Eric's Billion Dollar Movie ,7988,1467,71,3000000,317,5.3,0
175,111,81,81,3000,33631221,The Gambler ,48562,3784,145,25000000,571,6,0
4,60,,23,40,,The Grand             ,437,158,20,,37,7.6,450
40,98,7,17,289,95016,Summer Storm ,11074,362,56,2700000,38,7.4,442
8,100,27,847,1000,73678,Fort McCoy ,266,4374,8,3000000,902,5.9,348
63,88,26,236,487,143000,Chain Letter ,4122,1495,48,5000000,298,4.1,0
20,97,700,56,599,39852,Just Looking ,1238,1030,25,3000000,325,6.7,117
174,122,87,605,2000,22000,The Divide ,30511,4920,226,3000000,683,5.8,0
90,86,0,77,767,128937,The Eclipse ,2437,975,31,,122,6.2,580
58,83,8,617,798,,Demonic ,7358,4756,39,3000000,634,5.3,0
14,80,0,19,231,,My Big Fat Independent Movie ,1257,313,24,3000000,27,3.3,48
451,108,13000,11000,40000,334185206,Alice in Wonderland ,306336,79957,736,200000000,25000,6.5,24000
,90,66,452,1000,,The Deported ,62,3882,1,3000000,975,6.2,54
21,96,15,357,433,5005,Tanner Hall ,2280,1929,14,3000000,396,5.9,448
9,85,74,47,652,,Open Road ,1370,844,9,3000000,124,5.5,433
98,83,136,975,3000,,They Came Together ,16987,7191,85,,1000,5.5,0
29,80,19,73,319,,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,2978,845,13,3000000,302,2.6,2000
23,90,2000,454,2000,,Never Back Down 2: The Beatdown ,13599,3666,30,3000000,606,5.8,6000
87,92,128,480,756,,Point Blank ,13640,2715,128,3000000,754,7.4,3000
2,100,3,382,1000,,Four Single Fathers ,118,2890,1,3000000,810,5.1,32
17,88,8,471,2000,,Enter the Dangerous Mind ,704,4469,9,800000,715,5.2,406
7,95,39,375,1000,,Something Wicked ,976,3024,15,3000000,747,4.8,395
6,82,9,648,904,,AWOL-72 ,520,4092,8,3000000,779,3.9,398
9,97,96,37,201,,Iguana ,240,277,9,3000000,39,6.2,37
343,105,0,502,2000,201148159,Cinderella ,103749,4671,323,95000000,520,7,56000
11,94,0,356,854,,Chicago Overcoat ,706,1989,14,3000000,602,6.2,229
34,95,7,463,2000,,Barry Munday ,3443,3648,20,,536,5.9,480
71,113,179,11,119,5595428,Central Station ,28951,167,257,2900000,14,8,0
21,136,964,248,931,,Pocketful of Miracles ,4313,2167,40,2900000,416,7.3,612
28,80,81,214,640,,Close Range ,2425,1517,31,3000000,277,4.9,968
35,105,39,183,267,3123749,Boynton Beach Club ,746,1231,27,1500000,225,6.5,88
30,90,35,21,216,,Amnesiac ,2157,423,15,3000000,158,4.3,421
73,93,4,394,875,100675,Freakonomics ,5695,2305,23,3000000,412,6.4,0
154,107,503,108,264,,The Omen ,80961,673,310,2800000,139,7.6,7000
251,89,192,142,447,3645438,High Tension ,55040,923,539,2200000,236,6.8,0
57,90,18,39,130,,Griff the Invisible ,4173,362,32,,96,6.1,0
14,89,6,29,679,,Unnatural ,859,964,17,3000000,234,4,369
159,116,153,165,275,22201636,Hustle & Flow ,33567,727,206,8000000,247,7.4,0
181,120,0,102,105,25000000,Some Like It Hot ,175196,527,350,2883848,103,8.3,10000
110,88,152,181,935,19170001,Friday the 13th Part VII: The New Blood ,21359,1855,270,2800000,448,5.3,0
213,102,149,357,695,22202612,The Wizard of Oz ,291875,2509,533,2800000,421,8.1,14000
129,106,0,481,1000,86300000,Young Frankenstein ,112671,2703,315,2800000,595,8,14000
280,95,0,192,569,952620,Diary of the Dead ,40800,1797,332,2000000,529,5.7,0
15,144,124,327,464,,Lage Raho Munna Bhai ,27569,1761,106,120000000,426,8.2,349
61,113,9,42,402,9054736,Ulee's Gold ,5744,787,57,2700000,222,7.1,381
33,118,19,48,481,,The Black Stallion ,8856,681,90,2700000,81,7.4,0
1,141,2,32,258,,Sardaar Ji ,745,434,8,3000000,85,6.6,50
2,90,0,13,122,,Journey to Saturn ,1828,197,6,,33,5.7,77
27,109,673,359,756,,Donovan's Reef ,5786,1949,65,2686585,370,6.9,573
19,95,53,2,20,,The Dress ,1470,25,5,2650000,3,7,121
9,122,149,315,760,,A Guy Named Joe ,1553,2555,27,2627000,675,7,116
121,93,0,628,1000,119500000,Blazing Saddles ,95294,4701,363,2600000,1000,7.8,12000
166,97,17,74,158,32600000,Friday the 13th: The Final Chapter ,29488,467,326,1800000,84,5.9,0
269,82,84,46,88,3826455,Ida ,34643,205,123,,64,7.4,17000
29,140,133,239,443,3130592,Maurice ,10755,1269,69,2600000,249,7.8,963
20,86,3,327,833,475000,Beer League ,6930,2753,53,2800000,549,6,323
107,109,7,1000,40000,10654581,The Astronaut's Wife ,45500,52621,260,34000000,9000,5.3,1000
74,105,147,28,52,2276368,Riding Giants ,3849,179,37,,52,7.9,0
173,66,76,36,123,38108,Timecrimes ,40878,239,124,2600000,76,7.2,0
5,99,0,4,11,,Silver Medallist ,1418,19,4,15000000,4,7.4,30
66,100,6,209,331,,Timber Falls ,5012,1082,47,2600000,272,5.3,254
169,103,134,390,804,,Singin' in the Rain ,150020,2510,568,2540800,786,8.3,0
13,97,65,0,65,,"Fat, Sick & Nearly Dead ",6429,67,25,2500000,2,7.6,10000
129,86,89,555,713,40041683,A Haunted House ,34620,3421,107,2500000,584,5.1,0
30,87,67,67,871,33349949,2016: Obama's America ,9010,1111,199,2500000,118,5.1,0
220,119,0,593,908,33386128,Halloween II ,36372,3226,491,15000000,764,4.9,3000
75,149,15000,982,15000,25809813,That Thing You Do! ,50311,28713,212,26000000,9000,6.9,0
162,98,24,67,381,14400000,Halloween III: Season of the Witch ,28589,684,532,2500000,128,4.6,0
74,98,11,450,595,,Escape from the Planet of the Apes ,23546,2373,92,2500000,521,6.3,819
65,112,58,124,617,,Hud ,15277,1141,120,2500000,189,7.9,1000
26,75,15,36,1000,32230907,Kevin Hart: Let Me Explain ,6062,1385,30,2500000,309,6.7,0
63,104,835,535,18000,6401336,My Own Private Idaho ,36996,19923,153,2500000,595,7.1,0
205,102,0,294,625,26781723,Garden State ,187595,1655,978,2500000,379,7.6,0
121,105,0,4,15,5400000,Before Sunrise ,183288,36,395,2500000,12,8.1,22000
9,99,0,6,50,,Sur le seuil ,1003,79,5,3200000,16,6.6,39
74,107,7,442,745,1282084,Jesus' Son ,6221,2125,87,2500000,631,7,500
54,96,13,209,643,1186323,Saving Face ,7776,1396,84,,265,7.6,774
80,101,34,40,56,1094998,Brick Lane ,2560,150,29,,41,6.7,430
252,89,14,215,902,3325638,Robot & Frank ,52509,1980,84,2500000,291,7.1,13000
72,106,148,471,900,395592,My Life Without Me ,21202,2972,134,2000000,648,7.6,0
220,95,53,478,8000,6851969,The Spectacular Now ,105591,10040,178,2500000,1000,7.1,10000
1,34,19,362,882,333658,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,97,1967,2,34000,577,7.1,16
197,101,119,0,334,12995673,Religulous ,52286,338,345,2500000,4,7.7,24000
14,112,9,125,860,173783,Fuel ,578,1252,34,2500000,130,7.6,588
3,100,10,107,655,118666,Valley of the Heart's Delight ,91,1064,3,2500000,157,6.6,144
191,92,43,936,989,114324072,Dodgeball: A True Underdog Story ,185345,4730,392,20000000,939,6.7,0
18,100,0,249,640,71904,Eye of the Dolphin ,806,1491,18,2500000,261,5.7,140
28,80,0,5,191,99851,8: The Mormon Proposition ,1138,210,30,2500000,12,7.1,0
22,106,8,315,611,115504,The Other End of the Line ,4820,1739,26,14000000,397,6.2,0
62,103,24,10,127,5725,Anatomy ,10220,163,110,8400000,10,6.1,560
47,90,8,35,426,75727,Sleep Dealer ,5699,862,40,2500000,399,5.9,0
238,96,571,370,2000,322157,Super ,61787,4590,203,2500000,973,6.8,19000
2,89,20,555,794,,Christmas Mail ,858,2579,7,2500000,607,5.8,190
95,87,2,577,968,,Stung ,3119,3157,23,2500000,625,5,0
10,94,0,442,1000,,Antibirth ,63,2406,2,3500000,677,6.3,89
28,120,0,702,1000,5731103,Get on the Bus ,4100,5963,35,2400000,748,6.8,352
25,101,9,201,973,978908,Thr3e ,4057,2306,90,2400000,872,5.1,250
121,84,406,233,586,438653,Idiocracy ,108052,1490,434,,497,6.6,79000
10,110,0,109,490,,The Rise of the Krays ,1510,881,26,2500000,159,5,0
172,101,222,698,1000,327919,This Is England ,99177,3282,192,1500000,788,7.7,11000
20,101,15,663,844,,Alien Uprising ,2753,3132,82,2500000,722,3.1,0
8,101,24,226,675,,Bathing Beauty ,1079,1627,28,2361000,659,6.5,144
8,105,29,76,847,178739,Go for It! ,1015,1668,10,2450000,618,3.9,566
15,97,23,326,982,565592,"Dancer, Texas Pop. 81 ",2189,2580,63,,599,6.8,500
14,108,24,244,960,,Show Boat ,3538,2329,46,2295429,715,7,438
12,95,535,608,1000,27012,Redemption Road ,440,3586,9,,646,5.9,279
48,108,14,826,2000,,The Calling ,6025,4385,28,,1000,5.8,0
17,90,115,385,11000,,The Brave Little Toaster ,19650,12359,62,2300000,516,7.3,0
99,120,11,,16,76400000,Fantasia ,71321,16,230,2280000,0,7.8,3000
138,104,607,109,813,,The French Connection ,82476,1196,280,1800000,165,7.8,0
,90,37,0,210,,8 Days ,44,210,3,2500000,0,6.9,224
235,91,49,20,72,36200000,Friday the 13th Part III ,31952,174,372,4000000,31,5.7,0
160,92,13,17,42,21300000,Friday the 13th: A New Beginning ,22521,170,342,2200000,27,4.7,1000
18,117,84,275,861,379643,The Last Sin Eater ,1573,2161,29,2200000,425,5.9,285
11,120,16,835,2000,12985267,Do You Believe? ,4977,6752,63,2300000,848,5.9,13000
11,90,0,306,676,,Impact Point ,1118,1651,9,2200000,399,4.3,77
7,119,10,275,509,,The Valley of Decision ,1314,1490,29,2160000,284,7.5,68
5,90,0,708,1000,,Eden ,1351,3799,4,,800,4.8,452
10,90,11,18,114,,Chicken Tikka Masala ,480,244,14,1200000,79,5.8,172
5,97,5,782,3000,,Always Woodstock ,485,6085,6,2400000,938,5.3,107
95,90,10,42,371,,Jack Brooks: Monster Slayer ,5187,558,46,2500000,52,6,870
97,172,355,188,749,23650000,The Best Years of Our Lives ,40359,1941,235,2100000,208,8.1,0
76,115,184,551,730,510092,Bully ,29424,3293,336,,648,7,0
67,89,16,14,117,313436,Elling ,12244,155,95,15500000,21,7.6,0
4,125,7,17,128,3330,Mi America ,22,214,1,2100000,22,7.2,305
252,78,57,7,120,,[Rec] ,131462,145,374,1500000,9,7.5,15000
,89,15,650,919,,Lies in Plain Sight ,544,3873,4,2100000,718,6.3,162
1,100,0,338,749,,Sharkskin ,6,1814,1,2100000,354,6.7,14
33,77,0,260,846,,Containment ,1355,2044,21,,366,4.8,275
19,81,7,106,412,,The Timber ,1274,1020,17,2100000,308,5.5,380
167,115,92,177,559,24800000,From Russia with Love ,89403,1456,358,2000000,201,7.5,0
49,96,6,14,40,792966,The Toxic Avenger Part II ,4663,99,40,2300000,30,5.1,321
1,60,,213,480,,In the Heat of the Night             ,2258,1736,24,,360,7.4,763
66,89,11000,45,11000,,Sleeper ,33335,11192,128,2000000,66,7.3,0
533,100,421,159,314,14673301,It Follows ,112899,1062,631,2000000,189,6.9,45000
50,88,11000,258,11000,,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask ,31077,12034,78,2000000,300,6.8,0
127,129,89,161,3000,,To Kill a Mockingbird ,215086,3833,471,2000000,226,8.4,15000
177,87,750,41,745,9003011,Mad Max 2: The Road Warrior ,133966,1396,294,2000000,531,7.6,0
77,102,32,75,483,11546543,The Legend of Drunken Master ,34520,768,146,2000000,147,7.6,0
103,152,0,177,618,,Lolita ,67825,1404,207,2000000,367,7.7,0
123,118,108,103,173,11533945,Boys Don't Cry ,77551,563,434,2000000,148,7.6,0
218,86,9,32,120,12555230,Silent House ,18566,218,154,2000000,44,5.3,0
215,137,207,155,380,11284657,The Lives of Others ,259379,927,407,2000000,284,8.5,39000
34,129,589,341,690,34522221,Courageous ,15401,2300,175,2000000,589,7,10000
100,134,31,366,654,,The Hustler ,62860,2290,167,2000000,491,8,0
12,119,6,380,1000,,Boom Town ,2269,2555,34,1614000,760,7.1,236
